WKT;ID;LENGTH;DIR;LONGITUD;TIPO;MODE;NAME;AB_CARRIL;BA_CARRIL;AB_CAP;BA_CAP;AB_VEL;BA_VEL;AB_ALPHA;BA_ALPHA;AB_BETA;BA_BETA;AB_CAPAC;BA_CAPAC;AB_PRELOAD;BA_PRELOAD;AB_PRELOA1;BA_PRELOA1;AB_PRELOA2;BA_PRELOA2;AB_TMPPRV_;BA_TMPPRV_;AB_TMPPRVA;BA_TMPPRVA;AB_VELPRVA;BA_VELPRVA;AB_TMPPEAT;BA_TMPPEAT;AB_TMMETRO;BA_TMMETRO;AB_TMTREN;BA_TMTREN;AB_TMBUS;BA_TMBUS;MAXBUSSP;Y12;Y20;Y30
LINESTRING (-77.038226 -12.055917,-77.037203 -12.055819);6444;0.11;1;0.11;2;101;Bolivia;4;4;960;960;45;45;0.8;0.8;3.68;3.68;3840;3840;;;;;0;0;0.15;0.15;0.21;;29.54;;1.67;1.67;;;0.19;0.19;0.27;;25;1;1;1
LINESTRING (-77.040008 -12.040659,-77.039248 -12.041151,-77.037367 -12.042329);6446;0.34;1;0.34;5;;Callao;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;6.69;;3.07;;13.46;0;0.82;0.82;0.82;;25;;5.13;5.13;;;0.59;0.59;1.03;;20;1;1;1
LINESTRING (-77.046693 -11.933677,-77.046934 -11.933707,-77.047901 -11.935189,-77.048397 -11.935899,-77.048805 -11.936484,-77.049326 -11.937169,-77.04953 -11.937467,-77.049683 -11.937804,-77.049965 -11.938495,-77.050248 -11.939454,-77.050293 -11.939705,-77.050329 -11.939961,-77.050397 -11.94048,-77.05023 -11.94102);10847;0.94;1;0.94;2;;Tupac Amaru (Aux);2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;;;;;0;0;1.25;1.25;1.5;;25.55;;14.11;14.11;;;1.61;1.61;2.26;;25;1;1;1
LINESTRING (-77.036176 -12.044494,-77.037047 -12.043963);6450;0.11;1;0.11;5;;Ica;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;10.16;;7.65;;15.2;0;0.27;0.27;0.27;;25;;1.67;1.67;;;0.19;0.19;0.33;;20;1;1;1
LINESTRING (-76.976564 -12.180241,-76.98101 -12.181551);11145;0.51;0;0.51;5;;Apurimac;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;18.03;28.85;1.21;1.21;1.21;1.21;25;25;7.58;7.58;;;0.87;0.87;1.52;1.52;20;1;1;1
LINESTRING (-77.066601 -11.974833,-77.066536 -11.975605,-77.066525 -11.975856,-77.066563 -11.976086,-77.066637 -11.97629,-77.066748 -11.976742);10757;0.21;1;0.21;4;;Panamericana Norte;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;1356.67;;1106.55;;1106.55;0;0.16;0.16;0.29;;32.74;;;;;;0.37;0.37;0.52;;25;1;1;1
LINESTRING (-77.048931 -12.037758,-77.049229 -12.037666,-77.049455 -12.037588,-77.049622 -12.037538,-77.049899 -12.037495);1103;0.11;0;0.11;2;;Vicente Morales Duarez;1;1;960;960;45;45;0.8;0.8;3.68;3.68;960;960;97.83;116.74;94.48;83.71;94.48;140.73;0.15;0.15;0.15;0.93;30;4.56;1.64;1.64;;;0.19;0.19;0.26;0.93;25;1;1;1
LINESTRING (-77.048931 -12.037758,-77.048895 -12.038207,-77.048851 -12.038613,-77.048472 -12.042356);1105;0.51;0;0.51;5;;Acomayo;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;1.23;1.23;1.24;1.23;23.95;25;7.67;7.67;;;0.88;0.88;1.53;1.53;20;1;1;1
LINESTRING (-77.047555 -12.038638,-77.047181 -12.042256);1111;0.4;0;0.4;5;;Pacasmayo;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;46.73;41.73;48.81;43.67;80.72;56.5;0.97;0.97;1.03;0.97;22.29;25;6.03;6.03;;;0.69;0.69;1.21;1.21;20;1;1;1
LINESTRING (-77.053902 -12.03047,-77.05437 -12.031763);1115;0.15;1;0.15;5;;El Caucho;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;22.71;;10.57;;10.57;0;0.36;0.36;0.36;;24.92;;2.28;2.28;;;0.26;0.26;0.46;;20;1;1;1
LINESTRING (-77.053902 -12.03047,-77.054871 -12.030655,-77.055824 -12.030874);1116;0.21;0;0.21;2;;Isidro Alcibar;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;2106.36;;123.67;;123.67;0;0.29;0.29;0.61;0.29;29.67;30;3.21;3.21;;;0.37;0.37;0.61;0.51;25;1;1;1
LINESTRING (-77.052574 -12.029821,-77.052555 -12.029627,-77.052574 -12.029528,-77.052689 -12.029342,-77.052974 -12.028945,-77.053342 -12.028424,-77.053634 -12.028008,-77.054283 -12.027029);1121;0.37;0;0.37;5;;Dario Valdizan;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;817.04;170.01;39.7;101.21;39.7;101.21;0.88;0.88;0.91;0.88;25;25;5.49;5.49;;;0.63;0.63;1.1;1.1;20;1;1;1
LINESTRING (-77.052955 -12.029844,-77.054711 -12.027301);1125;0.34;0;0.34;5;;Alberto Grieve;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;11.06;;4.67;0;4.67;0.82;0.82;0.82;0.82;25;24.88;5.1;5.1;;;0.58;0.58;1.02;1.02;20;1;1;1
LINESTRING (-77.062825 -11.961461,-77.062008 -11.961156,-77.061633 -11.960873,-77.061227 -11.960392,-77.060863 -11.959669,-77.060649 -11.958894,-77.060445 -11.958235,-77.06021 -11.957313,-77.060028 -11.956691,-77.059953 -11.956356,-77.059897 -11.955406);10670;0.79;0;0.79;1;;Universitaria;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;227.71;194.32;172.39;79.61;230.02;223.25;1.05;1.05;1.06;1.16;43.7;34.72;11.85;11.85;;;1.35;1.35;1.9;1.9;25;1;1;1
LINESTRING (-77.045958 -12.035759,-77.047627 -12.035506,-77.048155 -12.035379,-77.048861 -12.035189,-77.050857 -12.034426,-77.05161 -12.034124,-77.052647 -12.033699,-77.053438 -12.033336,-77.054023 -12.033014);1765;0.93;1;0.93;4;;Panamericana Norte;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;1178.94;;811.06;;1140.69;0;0.7;0.7;1;;60.17;;;;;;1.6;1.6;2.24;;25;1;1;1
LINESTRING (-77.054561 -12.032807,-77.05354 -12.033411,-77.052917 -12.033708,-77.051098 -12.034445,-77.048858 -12.035352);1766;0.68;1;0.68;4;;Panamericana Norte;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;2054.08;;1224.17;;1758.71;0;0.51;0.51;1.32;;25.2;;;;;;1.17;1.17;1.64;;25;1;1;1
LINESTRING (-77.065223 -12.045497,-77.065584 -12.041993);4417;0.39;0;0.39;1;;Contralmirante Nicolas Duenhas;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;403.13;401.32;258.38;334.71;354.64;385.8;0.52;0.52;0.52;0.57;44.94;40.37;5.84;5.84;;;0.67;0.67;0.94;0.94;25;1;1;1
LINESTRING (-77.052177 -12.057105,-77.054969 -12.05627);4489;0.32;0;0.32;1;;Arica;3;3;1200;1200;45;45;0.8;0.8;3.68;3.68;3600;3600;;1264.25;;887.58;0;1442.64;0.42;0.42;0.43;0.55;43.37;31.43;4.77;4.77;;;0.54;0.54;0.76;0.76;25;1;1;1
LINESTRING (-77.039528 -12.043131,-77.041844 -12.04237);13071;0.27;0;0.28;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.53;0.53;0.53;0.53;4;4;3.99;3.99;;;;;;;;1;1;1
LINESTRING (-77.04105 -12.04151,-77.041844 -12.04237);6452;0.13;1;0.13;5;;La Oroya;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;10.16;;7.65;;15.2;0;0.31;0.31;0.31;;25;;1.93;1.93;;;0.22;0.22;0.39;;20;1;1;1
LINESTRING (-77.043392 -12.040411,-77.043081 -12.043638,-77.04308 -12.04416,-77.043077 -12.044303);6460;0.43;1;0.43;1;;Alfonso Ugarte;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;1271.59;;803.22;;1107.91;0;0.58;0.58;1.86;;12.93;;6.48;6.48;;;0.74;0.74;1.86;;25;1;1;1
LINESTRING (-77.043346 -12.041688,-77.043225 -12.042923);6464;0.14;1;0.14;2;;Alfonso Ugarte (Aux);2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;395.01;;272.01;;333.19;0;0.18;0.18;0.73;;10.31;;2.06;2.06;;;0.24;0.24;0.73;;25;1;1;1
LINESTRING (-77.042952 -12.042884,-77.04309 -12.041625);6468;0.14;1;0.14;2;;Alfonso Ugarte (Aux);2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;341.07;;243.88;;243.88;0;0.19;0.19;0.21;;44.79;;2.17;2.17;;;0.24;0.24;0.34;;25;1;1;1
LINESTRING (-77.04294 -12.04411,-77.042956 -12.043902,-77.042975 -12.043659,-77.04309 -12.042559,-77.043287 -12.040355);6471;0.42;1;0.42;1;;Alfonso Ugarte;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;440.32;;333.1;;476.35;0;0.56;0.56;0.83;;28.79;;6.26;6.26;;;0.72;0.72;1;;25;1;1;1
LINESTRING (-77.056081 -12.044633,-77.056613 -12.039715);6476;0.55;0;0.55;5;;Ecuador;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;61.29;14.36;45.57;14.15;55.88;30.97;1.31;1.31;1.31;1.31;25;25;8.21;8.21;;;0.94;0.94;1.64;1.64;20;1;1;1
LINESTRING (-77.056081 -12.044633,-77.054857 -12.044515);6478;0.13;0;0.13;2;;Argentina;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;259.38;330.08;207;173.5;276.25;297.85;0.18;0.18;0.2;0.18;29.66;29.93;2.01;2.01;;;0.23;0.23;0.32;0.32;25;1;1;1
LINESTRING (-77.056613 -12.039715,-77.051318 -12.040474);6479;0.58;0;0.58;5;;28 de Julio;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;1.4;1.4;1.4;1.4;25;25;8.74;8.74;;;1;1;1.75;1.75;20;1;1;1
LINESTRING (-77.058687 -12.044875,-77.05909 -12.040554);6481;0.48;0;0.48;5;;Fernando Wiese;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;3.05;14.79;2.64;13.08;2.67;13.08;1.15;1.15;1.15;1.16;25;25;7.2;7.2;;;0.82;0.82;1.44;1.44;20;1;1;1
LINESTRING (-77.082174 -12.053302,-77.085128 -12.052225);13158;0.34;0;0.35;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.69;0.69;0.69;0.69;4;4;5.14;5.14;;;;;;;;1;1;1
LINESTRING (-77.045921 -12.042132,-77.047181 -12.042256);6489;0.14;0;0.14;5;;Huancavelica;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;0.33;0.33;0.33;0.33;24.96;25;2.07;2.07;;;0.24;0.24;0.41;0.41;20;1;1;1
LINESTRING (-77.045767 -12.043639,-77.045921 -12.042132);6490;0.17;1;0.17;5;;Ascope;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;60.53;;59.91;;75.37;0;0.4;0.4;0.4;;25;;2.51;2.51;;;0.29;0.29;0.5;;20;1;1;1
LINESTRING (-77.044463 -12.043538,-77.044547 -12.042014);6494;0.17;1;0.17;5;;Huarochiri;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.41;0.41;0.41;;25;;2.53;2.53;;;0.29;0.29;0.51;;20;1;1;1
LINESTRING (-77.054793 -12.051393,-77.053891 -12.051799);6498;0.11;0;0.11;5;;Pariacoto;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;34.62;0;0.26;0.26;0.26;0.26;25;25;1.62;1.62;;;0.19;0.19;0.32;0.32;20;1;1;1
LINESTRING (-77.054793 -12.051393,-77.053729 -12.049119);6499;0.28;0;0.28;2;;Tingo Maria;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;240.29;376.37;221.26;277.47;264;277.47;0.37;0.37;0.38;0.38;29.97;29.87;4.15;4.15;;;0.47;0.47;0.66;0.66;25;1;1;1
LINESTRING (-77.053891 -12.051799,-77.054506 -12.053034);6501;0.15;0;0.15;5;;Manoa;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;51.92;0;0.37;0.37;0.37;0.37;25;25;2.28;2.28;;;0.26;0.26;0.46;0.46;20;1;1;1
LINESTRING (-77.053887 -12.047519,-77.054531 -12.047579);6503;0.07;0;0.07;1;;Oscar R. Benavides;3;3;1200;1200;30;30;0.5;0.5;3.7;3.7;3600;3600;214.56;276.48;90.33;236.76;232.53;242.36;0.14;0.14;0.14;0.14;30;29.99;0.85;0.85;;;0.12;0.12;0.17;0.17;25;1;1;1
LINESTRING (-77.053729 -12.049119,-77.059375 -12.048789);6507;0.62;0;0.62;2;;Zorritos;3;3;960;960;45;45;0.8;0.8;3.68;3.68;2880;2880;;24.26;;10.57;0;10.57;0.82;0.82;0.82;0.82;30;30;9.24;9.24;;;1.06;1.06;1.48;1.48;25;1;1;1
LINESTRING (-77.051808 -12.055309,-77.056789 -12.055721);6514;0.54;1;0.54;2;;Venezuela;3;3;960;960;45;45;0.8;0.8;3.68;3.68;2880;2880;1266.87;;476.28;;1499.97;0;0.73;0.73;0.76;;28.76;;8.16;8.16;;;0.93;0.93;1.31;;25;1;1;1
LINESTRING (-77.064885 -12.048644,-77.059386 -12.048056);4412;0.6;0;0.6;1;;Oscar R. Benavides;3;3;1200;1200;30;30;0.5;0.5;3.7;3.7;3600;3600;416.47;360.11;327.28;182.66;416.59;377.8;1.2;1.2;1.22;1.2;29.78;29.99;9.03;9.03;;;1.03;1.03;1.45;1.45;25;1;1;1
LINESTRING (-77.065223 -12.045497,-77.06244 -12.045232);4418;0.3;0;0.3;2;;Argentina;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;261.88;297.78;204.05;141.48;232.2;239.29;0.41;0.41;0.41;0.41;29.93;29.98;4.57;4.57;;;0.52;0.52;0.73;0.73;25;1;1;1
LINESTRING (-77.061516 -12.056521,-77.06385 -12.056963);4703;0.26;0;0.26;1;;Venezuela;4;3;1200;1200;45;45;0.8;0.8;3.68;3.68;4800;3600;433.06;489.56;126.88;285.2;579.68;645.85;0.35;0.35;0.35;0.36;44.83;44.1;3.88;3.88;;;0.44;0.44;0.62;0.62;25;1;1;1
LINESTRING (-77.059375 -12.048789,-77.06086 -12.052397);6509;0.43;0;0.43;2;;Naciones Unidas;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;161.09;154.65;120.98;93.6;163.67;145.27;0.57;0.57;0.57;0.57;29.71;29.99;6.46;6.46;;;0.74;0.74;1.03;1.03;25;1;1;1
LINESTRING (-77.063888 -12.053396,-77.066939 -12.052322);10140;0.35;0;0.35;1;;Arica;1;1;1200;1200;45;45;0.8;0.8;3.68;3.68;1200;1200;180.5;260.88;43.25;202.16;215.61;232.8;0.47;0.47;0.58;0.52;36.32;36.44;5.29;5.29;;;0.6;0.6;0.85;0.85;25;1;1;1
LINESTRING (-77.061607 -12.054211,-77.063888 -12.053396);6524;0.26;0;0.26;1;;Arica;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;180.5;260.88;43.25;202.16;215.61;232.8;0.35;0.35;0.36;0.36;44.23;44.35;3.96;3.96;;;0.45;0.45;0.63;0.63;25;1;1;1
LINESTRING (-77.068436 -12.05792,-77.067188 -12.05766);4474;0.14;0;0.14;1;;Venezuela;3;3;1200;1200;45;45;0.8;0.8;3.68;3.68;3600;3600;485.52;434.89;280.75;127.9;645.85;579.68;0.19;0.19;0.19;0.19;44.43;44.58;2.08;2.08;;;0.24;0.24;0.33;0.33;25;1;1;1
LINESTRING (-77.069305 -12.054629,-77.066703 -12.054359);4627;0.28;0;0.28;5;;Reynaldo Saavedra Pinon;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;260.88;180.5;202.16;43.25;232.8;215.61;0.68;0.68;0.68;0.68;25;25;4.27;4.27;;;0.49;0.49;0.85;0.85;20;1;1;1
LINESTRING (-77.068436 -12.05792,-77.068663 -12.056529,-77.0688 -12.05604,-77.069012 -12.055514,-77.069305 -12.054629);4471;0.38;0;0.38;5;;Roberto Thorndike Galup;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;83.95;81.88;42;19.26;69.35;74.93;0.91;0.91;0.91;0.91;24.99;24.93;5.66;5.66;;;0.65;0.65;1.13;1.13;20;1;1;1
LINESTRING (-77.066939 -12.052322,-77.066703 -12.054359);6527;0.23;0;0.23;5;;Luis Braille;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;180.5;260.88;43.25;202.16;215.61;232.8;0.54;0.54;0.55;0.55;24.96;24.96;3.4;3.4;;;0.39;0.39;0.68;0.68;20;1;1;1
LINESTRING (-77.064885 -12.048644,-77.065223 -12.045497);4411;0.35;0;0.35;1;;Contralmirante Nicolas Duenhas;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;246.93;314.24;150.63;249.01;251.28;300.95;0.47;0.47;0.47;0.51;44.63;35.97;5.25;5.25;;;0.6;0.6;0.84;0.84;25;1;1;1
LINESTRING (-77.0581 -12.057857,-77.057551 -12.055804,-77.057472 -12.055585,-77.056276 -12.053826);4496;0.49;0;0.49;5;;Tingo Maria;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;94.07;108.25;87.92;60.98;87.92;60.98;1.19;1.19;1.19;1.19;25;25;7.42;7.42;;;0.85;0.85;1.48;1.48;20;1;1;1
LINESTRING (-77.0581 -12.057857,-77.05797 -12.057737,-77.057466 -12.055756);4497;0.25;1;0.25;2;;Tingo Maria;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;385.87;;296.43;;296.43;0;0.33;0.33;0.36;;29.96;;3.68;3.68;;;0.42;0.42;0.59;;25;1;1;1
LINESTRING (-77.061516 -12.056521,-77.061807 -12.054669,-77.061607 -12.054211);4704;0.26;0;0.26;2;;Naciones Unidas;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;27.93;399.26;18.74;305.82;28.88;396.47;0.35;0.35;0.35;0.37;29.99;24.1;3.94;3.94;;;0.45;0.45;0.63;0.63;25;1;1;1
LINESTRING (-77.061516 -12.056521,-77.057627 -12.055767);4705;0.43;0;0.43;1;;Venezuela;4;4;1200;1200;45;45;0.8;0.8;3.68;3.68;4800;4800;924.11;459.66;636.05;140.33;1042.32;608.55;0.58;0.58;0.61;0.58;41.77;44.82;6.47;6.47;;;0.74;0.74;1.04;1.04;25;1;1;1
LINESTRING (-77.061607 -12.054211,-77.057567 -12.055596);6526;0.47;-1;0.47;1;;Arica;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;;313.01;;131.52;0;332;0.62;0.62;;0.68;;41.56;6.99;6.99;;;0.8;0.8;;1.12;25;1;1;1
LINESTRING (-77.060159 -12.051676,-77.056276 -12.053826);6528;0.49;0;0.41;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.97;0.97;0.97;0.97;4;4;7.28;7.28;;;;;;;;1;1;1
LINESTRING (-77.057627 -12.055767,-77.058149 -12.057696,-77.0581 -12.057857);6529;0.24;1;0.24;2;;Tingo Maria;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;870.83;;546.21;;546.21;0;0.32;0.32;0.4;;28.99;;3.59;3.59;;;0.41;0.41;0.57;;25;1;1;1
LINESTRING (-77.056276 -12.053826,-77.056427 -12.053894,-77.057567 -12.055596);6531;0.24;1;0.24;2;;Tingo Maria;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;247.64;;181.87;;181.87;0;0.32;0.32;0.35;;29.93;;3.65;3.65;;;0.42;0.42;0.58;;25;1;1;1
LINESTRING (-77.057422 -12.055629,-77.05629 -12.053992,-77.056276 -12.053826);6534;0.24;1;0.24;2;;Tingo Maria;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;139.76;;122.25;;158.77;0;0.32;0.32;0.32;;29.99;;3.56;3.56;;;0.41;0.41;0.57;;25;1;1;1
LINESTRING (-77.066939 -12.052322,-77.067292 -12.048896);10141;0.38;0;0.38;2;;Luis Braille;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;0.91;0.91;1.12;0.96;17.03;16.99;5.71;5.71;;;0.65;0.65;1.14;1.14;20;1;1;1
LINESTRING (-77.056789 -12.055721,-77.054969 -12.05627);6511;0.21;0;0.21;1;;Arica;3;3;1200;1200;45;45;0.8;0.8;3.68;3.68;3600;3600;1202.02;;834.21;;1375.05;0;0.28;0.28;0.35;0.28;35.75;43.37;3.11;3.11;;;0.36;0.36;0.5;0.5;25;1;1;1
LINESTRING (-77.056789 -12.055721,-77.057422 -12.055629);6512;0.07;1;0.07;1;;Arica;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;547.56;;250.73;;495.73;0;0.09;0.09;0.1;;40.04;;1.05;1.05;;;0.12;0.12;0.17;;25;1;1;1
LINESTRING (-77.056789 -12.055721,-77.057466 -12.055756);6513;0.07;0;0.07;2;;Venezuela;2;3;960;960;45;45;0.8;0.8;3.68;3.68;1920;2880;822.83;1309.81;281.94;908.8;1004.24;1375.05;0.1;0.1;0.12;0.17;31.57;23.73;1.11;1.11;;;0.13;0.13;0.18;0.18;25;1;1;1
LINESTRING (-77.057627 -12.055767,-77.057466 -12.055756);6530;0.02;0;0.02;5;;Venezuela;3;2;840;840;30;30;0.5;0.5;3.7;3.7;2520;1680;1053.96;800.27;710.53;273.17;1144.33;976.97;0.04;0.04;0.06;0.05;13.01;16.9;0.26;0.26;;;0.03;0.03;0.06;0.05;20;1;1;1
LINESTRING (-77.057422 -12.055629,-77.057567 -12.055596);6535;0.02;1;0.02;5;;Venezuela;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;476.05;;215.91;;429.94;0;0.04;0.04;0.05;;16.87;;0.24;0.24;;;0.03;0.03;0.05;;20;1;1;1
LINESTRING (-77.057567 -12.055596,-77.057627 -12.055767);6533;0.02;1;0.02;5;;Tingo Maria;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;426.07;;279.8;;279.8;0;0.05;0.05;0.06;;24.71;;0.3;0.3;;;0.03;0.03;0.06;;20;1;1;1
LINESTRING (-77.057466 -12.055756,-77.057422 -12.055629);6536;0.01;1;0.01;5;;Venezuela;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;82.08;;71.08;;92.98;0;0.04;0.04;0.04;;24.98;;0.22;0.22;;;0.03;0.03;0.04;;20;1;1;1
LINESTRING (-77.054793 -12.051393,-77.054962 -12.051476,-77.055488 -12.052527,-77.056284 -12.053696,-77.056276 -12.053826);6500;0.32;1;0.32;2;;Tingo Maria;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;329.42;;242.85;;242.85;0;0.43;0.43;0.44;;29.9;;4.8;4.8;;;0.55;0.55;0.77;;25;1;1;1
LINESTRING (-77.056276 -12.053826,-77.056131 -12.053784,-77.055341 -12.052611);6532;0.17;1;0.17;2;;Tingo Maria;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;224.54;;206.75;;246.69;0;0.23;0.23;0.23;;29.97;;2.58;2.58;;;0.3;0.3;0.41;;25;1;1;1
LINESTRING (-77.055341 -12.052611,-77.054777 -12.051553,-77.054793 -12.051393);6537;0.15;1;0.15;2;;Tingo Maria;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;240.29;;221.26;;264;0;0.2;0.2;0.2;;29.97;;2.25;2.25;;;0.26;0.26;0.36;;25;1;1;1
LINESTRING (-77.054506 -12.053034,-77.055341 -12.052611);6516;0.1;0;0.1;5;;Aija;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;17.31;0;0.25;0.25;0.25;0.25;25;25;1.53;1.53;;;0.18;0.18;0.31;0.31;20;1;1;1
LINESTRING (-77.056081 -12.044633,-77.058687 -12.044875);6477;0.29;0;0.29;2;;Argentina;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;268.43;241.94;135.25;190.95;241.96;245.28;0.38;0.38;0.38;0.41;29.95;29.69;4.28;4.28;;;0.49;0.49;0.68;0.68;25;1;1;1
LINESTRING (-77.059386 -12.048056,-77.059375 -12.048789);6506;0.08;0;0.08;2;;Naciones Unidas;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;164.62;143.87;123.91;87.07;174.23;145.27;0.11;0.11;0.12;0.11;29.02;29.99;1.22;1.22;;;0.14;0.14;0.19;0.19;25;1;1;1
LINESTRING (-76.974817 -12.057651,-76.974939 -12.058088,-76.975114 -12.058726);10206;0.12;1;0.12;5;;Los Robles;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;278.96;;159.03;;159.03;0;0.3;0.3;0.3;;24.99;;1.85;1.85;;;0.21;0.21;0.37;;20;1;1;1
LINESTRING (-77.065777 -12.035347,-77.06132 -12.037287);1109;0.53;0;0.52;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.06;1.06;1.06;1.06;4;4;7.96;7.96;;;;;;;;1;1;1
LINESTRING (-77.058304 -12.033196,-77.058975 -12.034197);1127;0.13;1;0.13;2;;Riobamba;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;307.66;;200.53;;200.53;0;0.18;0.18;0.18;;29.98;;1.99;1.99;;;0.23;0.23;0.32;;25;1;1;1
LINESTRING (-77.066446 -12.028218,-77.065917 -12.028463,-77.06551 -12.028914,-77.065103 -12.029272,-77.064737 -12.029378,-77.06396 -12.029491);1130;0.32;0;0.32;2;;Jose Granda;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;357.83;246.19;267.39;205.7;362.98;233.47;0.42;0.42;0.61;0.46;22.62;29.67;4.75;4.75;;;0.54;0.54;0.76;0.76;25;1;1;1
LINESTRING (-77.063481 -12.032357,-77.060219 -12.032809);1136;0.36;0;0.36;2;;Peru;3;3;960;960;45;45;0.8;0.8;3.68;3.68;2880;2880;307.8;293.02;200.53;219.8;200.53;225.84;0.48;0.48;0.48;0.48;30;29.94;5.38;5.38;;;0.61;0.61;0.86;0.86;25;1;1;1
LINESTRING (-77.06483 -12.032163,-77.06527 -12.034384);1138;0.25;0;0.25;1;;Canada;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;546.34;461.34;454.03;315.6;526.54;426.04;0.33;0.33;1.59;0.37;8.79;43.06;3.75;3.75;;;0.43;0.43;1.59;0.6;25;1;1;1
LINESTRING (-77.063221 -12.030163,-77.061168 -12.030452);1970;0.23;0;0.23;5;;Maracaibo;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.54;0.54;0.55;0.57;23.79;20.49;3.39;3.39;;;0.39;0.39;0.68;0.68;20;1;1;1
LINESTRING (-77.041077 -12.037263,-77.042071 -12.03685,-77.042539 -12.036703,-77.042886 -12.036593);10531;0.21;1;0.21;1;;Zarumilla;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;46.98;;17.04;;49.31;0;0.28;0.28;0.28;;45;;3.16;3.16;;;0.36;0.36;0.51;;25;1;1;1
